ticker,company_name,year,market_cap,category,sector,price,ret_1d,low_52w,high_52w,from_low_pct,from_high_pct,sma_20d,sma_50d,sma_200d,ret_3d,ret_7d,ret_30d,ret_3m,ret_6m,ret_1y,ret_3y,ret_5y,volume_1d,volume_7d,volume_30d,volume_90d,volume_180d,vol_ratio_1d_90d,vol_ratio_7d_90d,vol_ratio_30d_90d,vol_ratio_1d_180d,vol_ratio_7d_180d,vol_ratio_30d_180d,vol_ratio_90d_180d,rvol,prev_close,pe,eps_current,eps_last_qtr,eps_change_pct
531357,Mercury Ev-Tech Ltd,1986,₹938 Cr,Small Cap,Automobiles & Auto Parts,₹49,-3.10%,₹49,₹139,0.59%,-64.52%,₹54,₹58,₹75,-4.06%,-5.85%,-15.08%,-28.70%,-40.74%,-30.60%,1728.36%,,256220,213414,320698,298644,341702,-14.21%,-28.54%,7.38%,-25.02%,-37.54%,-6.15%,-12.60%,0.9,₹51,,,100,-100.00%
539314,Universal Autofoundry Ltd,2009,₹100 Cr,Micro Cap,Metals & Mining,₹80,5.00%,₹54,₹189,49.54%,-57.61%,₹80,₹77,₹92,7.50%,2.59%,5.87%,26.60%,1.87%,-56.03%,7.01%,303.85%,12519,9200,9378,20051,20679,-37.56%,-54.12%,-53.23%,-39.46%,-55.51%,-54.65%,-3.04%,0.6,₹76,42,2,2,26.00%
538970,Wardwizard Innovations & Mobility Ltd,1982,₹356 Cr,Micro Cap,Leisure Products,₹14,0.88%,₹12,₹64,14.57%,-78.43%,₹14,₹16,₹28,0.15%,2.30%,-10.99%,-32.24%,-60.06%,-75.98%,-77.48%,37.13%,346876,759885,1444336,1147022,1399514,-69.76%,-33.75%,25.92%,-75.21%,-45.70%,3.20%,-18.04%,0.3,₹14,,-1,,
538992,SAR Auto Products Ltd,1987,₹829 Cr,Small Cap,Automobiles & Auto Parts,"₹1,740",3.88%,"₹1,445","₹2,120",20.42%,-17.92%,"₹1,562","₹1,674","₹1,845",8.82%,8.82%,13.36%,,-9.84%,-8.91%,267.59%,383.27%,22,49,32,32,23,-31.72%,52.69%,0.14%,-5.29%,111.81%,38.91%,38.72%,0.7,"₹1,675",1977,1,,
533477,Enkei Wheels (India) Ltd,2009,₹935 Cr,Small Cap,Metals & Mining,₹520,0.00%,₹480,₹760,8.34%,-31.57%,₹523,₹522,₹584,0.13%,-0.17%,-4.58%,-5.45%,-16.87%,-25.29%,10.37%,91.34%,449,5567,2274,1707,1519,-73.69%,226.17%,33.24%,-70.44%,266.44%,49.69%,12.35%,0.3,₹520,,-6,,
APOLLOTYRE,Apollo Tyres Ltd,1972,"₹29,092 Cr",Large Cap,Automobiles & Auto Parts,₹459,0.19%,₹371,₹585,23.70%,-21.56%,₹458,₹464,₹464,2.06%,0.14%,1.76%,-0.10%,8.41%,-14.56%,119.56%,330.18%,779549,595892,1359937,1440501,1491918,-45.88%,-58.63%,-5.59%,-47.75%,-60.06%,-8.85%,-3.45%,0.5,₹458,26,18,15,17.73%
MACPOWER,Macpower CNC Machines Ltd,2003,"₹1,063 Cr",Small Cap,"Machinery, Equipment & Components","₹1,063",1.23%,₹601,"₹1,700",76.81%,-37.47%,"₹1,021",₹967,"₹1,075",-0.79%,0.50%,6.00%,30.42%,-15.53%,-36.13%,380.78%,,3186,5399,5294,5429,15124,-41.31%,-0.56%,-2.48%,-78.93%,-64.30%,-65.00%,-64.11%,0.6,"₹1,050",42,25,25,1.72%
542057,BCPL Railway Infrastructure Ltd,1995,₹147 Cr,Micro Cap,Construction & Engineering,₹88,-0.97%,₹60,₹120,46.30%,-26.61%,₹91,₹93,₹86,-0.96%,-1.85%,-3.22%,29.30%,-1.95%,-14.52%,134.04%,,8108,9117,13231,33424,27265,-75.74%,-72.72%,-60.41%,-70.26%,-66.56%,-51.47%,22.59%,0.2,₹89,22,4,4,13.43%
541353,Innovators Facade Systems Ltd,1999,₹385 Cr,Micro Cap,Construction & Engineering,₹204,2.00%,₹172,₹295,18.95%,-30.85%,₹202,₹204,₹210,2.51%,3.47%,5.13%,0.00%,-27.65%,-9.33%,262.34%,892.70%,9600,12320,18480,17716,20536,-45.81%,-30.46%,4.31%,-53.25%,-40.01%,-10.01%,-13.73%,0.5,₹200,24,8,9,-5.67%
506261,Modison Ltd,1983,₹598 Cr,Small Cap,"Machinery, Equipment & Components",₹185,-1.78%,₹108,₹232,70.96%,-20.25%,₹174,₹164,₹156,1.04%,1.59%,14.93%,49.56%,18.16%,25.95%,188.62%,383.42%,9423,19267,14765,11770,8370,-19.94%,63.69%,25.45%,12.58%,130.20%,76.41%,40.63%,0.8,₹189,12,6,6,-7.17%
514183,Black Rose Industries Ltd,1990,₹520 Cr,Small Cap,Chemicals,₹102,0.00%,₹87,₹162,17.13%,-37.10%,₹103,₹103,₹111,-0.29%,-0.97%,-1.71%,3.60%,-15.93%,-23.30%,-44.32%,-24.57%,13329,7689,9104,17309,19584,-22.99%,-55.58%,-47.40%,-31.94%,-60.74%,-53.51%,-11.62%,0.8,₹102,25,4,4,17.43%
522005,Austin Engineering Company Ltd,1978,₹51 Cr,Nano Cap,"Machinery, Equipment & Components",₹148,-0.77%,₹136,₹252,8.75%,-41.31%,₹147,₹149,₹169,1.93%,-0.07%,-0.64%,-5.22%,-9.90%,-31.61%,138.16%,374.04%,2097,2385,1480,2592,2430,-19.11%,-8.02%,-42.91%,-13.72%,-1.89%,-39.10%,6.66%,0.8,₹149,13,11,9,22.78%
500246,Envair Electrodyne Ltd,1981,₹38 Cr,Nano Cap,"Machinery, Equipment & Components",₹82,-0.58%,₹74,₹194,11.85%,-57.55%,₹87,₹93,₹114,-0.33%,-5.55%,-7.63%,-6.69%,-31.49%,-43.69%,231.49%,,2233,883,580,973,1108,129.39%,-9.33%,-40.38%,101.51%,-20.35%,-47.62%,-12.15%,2.3,₹83,,-1,,
522113,Timken India Ltd,1996,"₹26,414 Cr",Large Cap,"Machinery, Equipment & Components","₹3,518",-0.20%,"₹2,200","₹4,438",59.92%,-20.72%,"₹3,401","₹3,288","₹3,011",0.32%,2.31%,2.79%,37.31%,21.60%,-12.72%,20.07%,263.26%,2445,2439,2264,6217,4656,-60.67%,-60.76%,-63.58%,-47.49%,-47.61%,-51.37%,33.51%,0.4,"₹3,525",59,59,65,-8.49%
517437,Dutron Polymers Ltd,1981,₹77 Cr,Nano Cap,Homebuilding & Construction Supplies,₹129,-0.85%,₹110,₹207,17.11%,-37.79%,₹135,₹139,₹146,-6.99%,-6.08%,-1.15%,,-14.00%,-24.38%,-3.91%,3.82%,483,166,303,494,516,-2.30%,-66.38%,-38.72%,-6.47%,-67.82%,-41.33%,-4.26%,1.0,₹130,28,5,4,29.71%
513149,Acrow India Ltd,1960,₹45 Cr,Nano Cap,Textiles & Apparel,₹700,-3.37%,₹601,"₹1,020",16.47%,-31.37%,₹701,₹706,₹729,-3.31%,2.91%,-0.83%,-5.18%,0.16%,-1.34%,343.74%,,94,148,113,138,170,-31.85%,7.15%,-17.75%,-44.73%,-13.10%,-33.30%,-18.90%,0.7,₹724,,-14,,
TECHNOE,Techno Electric & Engineering Cmpany Ltd,2005,"₹17,096 Cr",Mid Cap,Construction & Engineering,"₹1,470",-0.76%,₹785,"₹1,822",87.23%,-19.32%,"₹1,566","₹1,482","₹1,310",-3.10%,-4.40%,-1.97%,35.08%,32.82%,-12.08%,407.80%,717.07%,131639,121463,263731,383601,401128,-65.68%,-68.34%,-31.25%,-67.18%,-69.72%,-34.25%,-4.37%,0.3,"₹1,481",44,33,25,33.00%
520051,Jamna Auto Industries Ltd,1965,"₹3,800 Cr",Small Cap,Automobiles & Auto Parts,₹95,-0.99%,₹69,₹150,39.08%,-36.28%,₹95,₹92,₹91,-1.26%,-1.66%,1.03%,14.76%,7.91%,-29.43%,-22.76%,225.85%,100500,98453,102834,87622,113990,14.70%,12.36%,17.36%,-11.83%,-13.63%,-9.79%,-23.13%,1.1,₹96,21,5,4,28.86%
520113,Vesuvius India Ltd,1991,"₹10,655 Cr",Mid Cap,"Machinery, Equipment & Components",₹525,-4.53%,₹358,₹647,46.66%,-18.98%,₹536,₹557,₹489,-4.36%,-3.10%,-8.12%,12.61%,35.11%,3.05%,366.64%,499.49%,7513,9173,6352,6483,3840,15.89%,41.50%,-2.02%,95.64%,138.88%,65.40%,68.82%,1.2,₹549,42,13,15,-16.20%
508941,Panasonic Carbon India Co Ltd,1982,₹253 Cr,Micro Cap,"Machinery, Equipment & Components",₹527,0.51%,₹450,₹739,17.13%,-28.67%,₹526,₹533,₹528,-0.47%,-0.78%,-1.15%,7.82%,5.03%,4.43%,33.98%,47.68%,1938,1248,1848,3901,3494,-50.32%,-68.01%,-52.63%,-44.54%,-64.29%,-47.12%,11.64%,0.5,₹524,12,43,45,-3.58%
500333,Pix Transmissions Ltd,1981,"₹2,117 Cr",Small Cap,Automobiles & Auto Parts,"₹1,550",0.41%,"₹1,376","₹2,796",12.68%,-44.57%,"₹1,567","₹1,591","₹1,821",-1.68%,0.10%,0.04%,3.85%,-23.02%,-3.25%,77.09%,1128.66%,1174,2294,1839,2629,2967,-55.34%,-12.73%,-30.05%,-60.43%,-22.68%,-38.03%,-11.41%,0.4,"₹1,544",19,83,85,-2.54%
505750,Jost's Engineering Company Ltd,1907,₹494 Cr,Micro Cap,"Machinery, Equipment & Components",₹495,-0.88%,₹340,₹699,45.52%,-29.18%,₹502,₹506,₹506,-1.89%,-2.14%,-1.61%,-1.34%,-13.39%,7.60%,436.35%,879.03%,17474,8618,8830,13398,22689,30.42%,-35.67%,-34.09%,-22.99%,-62.02%,-61.08%,-40.95%,1.3,₹499,28,18,15,17.20%
522105,Birla Precision Technologies Ltd,1986,₹291 Cr,Micro Cap,"Machinery, Equipment & Components",₹44,-1.78%,₹32,₹94,37.60%,-52.76%,₹46,₹45,₹49,-1.82%,-3.83%,-0.60%,14.77%,-18.56%,-43.80%,39.07%,716.52%,10854,14839,20177,24211,38416,-55.17%,-38.71%,-16.66%,-71.75%,-61.37%,-47.48%,-36.98%,0.4,₹45,50,1,,
522251,Cenlub Industries Ltd,1992,₹197 Cr,Micro Cap,"Machinery, Equipment & Components",₹423,-0.89%,₹300,₹652,40.78%,-35.17%,₹434,₹404,₹430,1.15%,0.36%,5.23%,23.30%,-10.01%,8.38%,255.74%,1309.00%,2657,4126,7244,6482,6040,-59.01%,-36.36%,11.74%,-56.01%,-31.70%,19.92%,7.32%,0.4,₹427,22,19,15,27.80%
515008,Modern Insulators Ltd,1982,₹202 Cr,Micro Cap,"Machinery, Equipment & Components",₹108,0.47%,₹85,₹173,26.81%,-37.67%,₹110,₹111,₹120,1.55%,-3.96%,1.13%,9.52%,-11.57%,-31.36%,156.67%,1727.12%,19114,16565,24916,36957,33548,-48.28%,-55.18%,-32.58%,-43.03%,-50.62%,-25.73%,10.16%,0.5,₹107,13,8,9,-9.11%
ASTRAL,Astral Ltd,1996,"₹39,530 Cr",Large Cap,Homebuilding & Construction Supplies,"₹1,472",-0.78%,"₹1,232","₹2,240",19.41%,-34.31%,"₹1,492","₹1,496","₹1,518",-0.24%,-2.23%,-2.35%,7.24%,0.11%,-32.32%,12.00%,184.89%,577256,555030,572916,813740,702771,-29.06%,-31.79%,-29.59%,-17.86%,-21.02%,-18.48%,15.79%,0.7,"₹1,483",75,20,15,30.00%
VASCONEQ,VASCON ENGINEERS LIMITED,1986,"₹1,228 Cr",Small Cap,Homebuilding & Construction Supplies,₹55,-1.39%,₹32,₹84,71.11%,-34.78%,₹55,₹53,₹48,-3.10%,-6.54%,4.00%,34.95%,5.27%,-31.96%,150.55%,547.26%,615609,1291108,1512866,1389256,1236882,-55.69%,-7.06%,8.90%,-50.23%,4.38%,22.31%,12.32%,0.4,₹55,10,6,6,-6.00%
543516,Dhyaani Tradeventtures Ltd,2014,₹22 Cr,Nano Cap,Textiles & Apparel,₹13,2.50%,₹10,₹31,34.08%,-58.22%,₹14,₹13,₹15,0.00%,-6.81%,3.91%,-18.95%,-32.76%,-35.21%,-52.74%,,14000,34160,26353,49261,93325,-71.58%,-30.66%,-46.50%,-85.00%,-63.40%,-71.76%,-47.22%,0.3,₹13,8,2,2,8.67%
541228,Taylormade Renewables Ltd,2010,₹286 Cr,Micro Cap,Semiconductors & Semiconductor Equipment,₹249,-2.10%,₹186,₹584,34.20%,-57.33%,₹265,₹272,₹290,-3.11%,-5.22%,-3.01%,-18.49%,-13.01%,-54.52%,,,5911,9223,10264,17474,19722,-66.17%,-47.22%,-41.26%,-70.03%,-53.23%,-47.96%,-11.39%,0.3,₹254,23,11,9,19.89%
542232,Shankar Lal Rampal Dye-Chem Ltd,2005,₹512 Cr,Small Cap,Chemicals,₹79,-1.37%,₹52,₹136,52.74%,-41.52%,₹79,₹71,₹70,-0.98%,0.62%,8.73%,16.37%,16.88%,-39.84%,-43.88%,,38180,36852,45326,35958,26811,6.18%,2.49%,26.05%,42.40%,37.45%,69.05%,34.12%,1.1,₹81,45,2,2,18.67%
VETO,VETO Switch Gears And Cables Ltd,2007,₹243 Cr,Micro Cap,"Machinery, Equipment & Components",₹127,0.22%,₹93,₹196,36.91%,-35.32%,₹127,₹124,₹121,2.30%,1.30%,1.27%,17.17%,-0.86%,-19.41%,35.42%,186.77%,68298,46942,80409,113991,102463,-40.08%,-58.82%,-29.46%,-33.34%,-54.19%,-21.52%,11.25%,0.6,₹127,11,11,9,26.78%
AHLADA,Ahlada Engineers Ltd,2005,₹85 Cr,Nano Cap,Homebuilding & Construction Supplies,₹65,-1.24%,₹53,₹126,23.28%,-48.05%,₹67,₹67,₹78,-0.92%,-1.90%,-8.84%,-1.61%,-28.97%,-41.77%,-27.72%,,5127,9547,15463,33032,35722,-84.48%,-71.10%,-53.19%,-85.65%,-73.27%,-56.71%,-7.53%,0.2,₹66,23,3,2,91.33%
531888,Rexnord Electronics and Controls Ltd,1988,₹133 Cr,Micro Cap,"Machinery, Equipment & Components",₹101,0.75%,₹80,₹145,25.67%,-30.46%,₹101,₹101,₹103,-0.15%,0.45%,4.16%,5.01%,-3.61%,-26.98%,69.24%,413.58%,9624,3635,2430,4019,5079,139.48%,-9.54%,-39.52%,89.49%,-28.42%,-52.14%,-20.87%,2.4,₹100,25,4,4,16.00%
INDIAMART,IndiaMART InterMESH Ltd,1999,"₹15,707 Cr",Mid Cap,Software & IT Services,"₹2,620",1.12%,"₹1,900","₹3,198",37.88%,-18.09%,"₹2,606","₹2,501","₹2,303",2.66%,-0.26%,-0.96%,17.91%,26.48%,-12.45%,31.19%,115.77%,108154,134165,220561,165499,159686,-34.65%,-18.93%,33.27%,-32.27%,-15.98%,38.12%,3.64%,0.7,"₹2,591",27,98,100,-1.84%
504959,Stovec Industries Ltd,1973,₹496 Cr,Micro Cap,"Machinery, Equipment & Components","₹2,378",-1.53%,"₹2,000","₹3,800",18.89%,-37.43%,"₹2,483","₹2,502","₹2,716",-1.92%,-4.26%,-6.20%,-6.93%,-21.02%,-26.62%,-3.26%,22.44%,1036,369,232,416,576,149.32%,-11.10%,-44.13%,79.72%,-35.92%,-59.72%,-27.91%,2.6,"₹2,415",46,52,45,14.82%
500068,DISA India Ltd,1984,"₹2,096 Cr",Small Cap,"Machinery, Equipment & Components","₹14,410",0.28%,"₹13,201","₹20,900",9.16%,-31.05%,"₹14,285","₹14,145","₹15,266",-1.08%,-2.52%,4.04%,3.30%,-7.81%,-24.80%,103.03%,317.02%,47,88,167,168,170,-72.06%,-47.93%,-0.44%,-72.38%,-48.52%,-1.58%,-1.14%,0.3,"₹14,369",42,347,100,246.72%
505216,Alfred Herbert (India) Ltd,1919,₹231 Cr,Micro Cap,"Machinery, Equipment & Components","₹3,000",-0.42%,"₹1,359","₹3,300",120.75%,-9.09%,"₹2,997","₹2,866","₹2,243",-0.86%,-0.08%,0.00%,49.58%,50.83%,96.70%,328.57%,442.99%,262,110,81,194,138,34.71%,-43.65%,-58.35%,90.30%,-20.40%,-41.17%,41.26%,1.4,"₹3,013",36,82,85,-3.20%
523850,Axtel Industries Ltd,1991,₹759 Cr,Small Cap,"Machinery, Equipment & Components",₹470,0.10%,₹371,₹677,26.86%,-30.58%,₹473,₹471,₹473,-0.84%,1.04%,-0.12%,0.61%,2.03%,-26.30%,104.70%,348.90%,3478,7420,9680,6714,10317,-48.20%,10.51%,44.16%,-66.29%,-28.08%,-6.18%,-34.92%,0.5,₹470,48,10,9,8.78%
522183,ITL Industries Ltd,1989,₹121 Cr,Micro Cap,"Machinery, Equipment & Components",₹377,-0.24%,₹327,₹530,15.32%,-28.85%,₹378,₹382,₹404,-0.62%,-3.73%,4.39%,-7.71%,-8.86%,-15.33%,201.08%,537.53%,1500,1516,2488,2288,2317,-34.43%,-33.74%,8.76%,-35.27%,-34.58%,7.37%,-1.28%,0.7,₹378,13,29,25,15.84%
TIIL,Technocraft Industries (India) Ltd,1992,"₹7,569 Cr",Mid Cap,"Machinery, Equipment & Components","₹3,348",1.82%,"₹2,050","₹3,933",63.29%,-14.89%,"₹3,186","₹3,053","₹2,782",1.17%,7.69%,7.47%,41.75%,27.11%,19.46%,241.38%,1392.52%,11319,36832,22654,17502,15691,-35.33%,110.45%,29.44%,-27.86%,134.73%,44.37%,11.54%,0.6,"₹3,288",30,112,100,12.32%
540980,Yamuna Syndicate Ltd,1954,"₹1,180 Cr",Small Cap,Diversified Industrial Goods Wholesale,"₹38,400",2.40%,"₹26,711","₹58,280",43.76%,-34.11%,"₹40,255","₹38,545","₹39,711",2.40%,-4.00%,4.05%,7.71%,2.67%,-25.15%,226.75%,368.29%,4,8,11,10,9,-57.89%,-13.16%,13.45%,-55.91%,-9.06%,18.81%,4.72%,0.4,"₹37,501",10,3744,100,3643.96%
PRINCEPIPE,Prince Pipes and Fittings Ltd,1987,"₹3,797 Cr",Small Cap,Homebuilding & Construction Supplies,₹344,-2.91%,₹229,₹689,50.01%,-50.13%,₹359,₹343,₹352,-0.59%,-2.41%,0.55%,36.67%,-9.87%,-48.74%,-41.53%,220.45%,181719,153950,331670,597704,459290,-69.60%,-74.24%,-44.51%,-60.43%,-66.48%,-27.79%,30.14%,0.3,₹354,88,4,4,11.43%
512229,Veritas (India) Ltd,1985,"₹1,051 Cr",Small Cap,Diversified Industrial Goods Wholesale,₹392,0.36%,₹354,"₹1,191",10.85%,-67.08%,₹385,₹385,₹608,0.54%,2.85%,5.69%,-3.46%,-46.63%,-61.92%,213.52%,1040.90%,16171,11254,10358,9267,15257,74.49%,21.43%,11.77%,5.99%,-26.24%,-32.11%,-39.26%,1.8,₹391,9,42,45,-5.87%
500048,BEML Ltd,1964,"₹17,898 Cr",Mid Cap,"Machinery, Equipment & Components","₹4,296",0.23%,"₹2,346","₹4,875",83.08%,-11.88%,"₹4,486","₹4,326","₹3,691",-1.13%,-5.50%,-3.49%,38.03%,18.05%,-4.11%,305.50%,680.69%,40185,26115,30588,56799,40500,-29.25%,-54.02%,-46.15%,-0.78%,-35.52%,-24.47%,40.24%,0.7,"₹4,286",61,70,65,8.06%
JASH,Jash Engineering Ltd,1973,"₹3,746 Cr",Small Cap,"Machinery, Equipment & Components",₹597,-1.49%,₹398,₹699,50.16%,-14.60%,₹586,₹568,₹570,-1.42%,-2.47%,7.40%,-4.23%,3.11%,22.53%,318.00%,1928.76%,116935,193545,183399,226178,242845,-48.30%,-14.43%,-18.91%,-51.85%,-20.30%,-24.48%,-6.86%,0.5,₹606,43,14,15,-6.87%
505232,Veljan Denison Limited,1973,₹538 Cr,Small Cap,"Machinery, Equipment & Components","₹1,196",-2.39%,₹904,"₹1,925",32.30%,-37.87%,"₹1,229","₹1,207","₹1,201",-1.85%,-3.19%,-3.63%,8.90%,6.42%,-32.47%,113.38%,183.75%,488,780,823,972,933,-49.79%,-19.72%,-15.36%,-47.72%,-16.41%,-11.88%,4.12%,0.5,"₹1,225",23,53,45,17.13%
505807,Rolcon Engineering Company Ltd,1961,₹66 Cr,Nano Cap,"Machinery, Equipment & Components",₹874,0.00%,₹578,"₹1,519",51.29%,-42.47%,₹768,₹852,"₹1,014",0.00%,15.75%,,,,42.09%,,,0,83,300,238,213,-100.00%,-64.97%,26.11%,-100.00%,-60.84%,40.98%,11.79%,0.0,₹874,16,54,45,20.73%
530365,Orient Bell Ltd,1977,₹461 Cr,Micro Cap,Homebuilding & Construction Supplies,₹313,0.24%,₹215,₹447,45.59%,-29.90%,₹309,₹292,₹290,0.03%,3.95%,-1.65%,23.81%,11.18%,-21.21%,-50.48%,303.74%,192,392,979,2044,1490,-90.61%,-80.82%,-52.12%,-87.11%,-73.69%,-34.31%,37.20%,0.1,₹313,162,2,2,28.67%
EIMCOELECO,Eimco Elecon (India) Ltd,1974,"₹1,304 Cr",Small Cap,Metals & Mining,"₹2,261",-1.81%,"₹1,301","₹3,499",73.75%,-35.40%,"₹2,541","₹2,417","₹2,078",-4.30%,-5.11%,-8.09%,27.49%,27.91%,-29.86%,507.12%,582.65%,15001,12245,26510,18976,17036,-20.95%,-35.47%,39.71%,-11.94%,-28.12%,55.62%,11.39%,0.8,"₹2,302",27,84,85,-0.86%
505737,International Combustion (India) Ltd,1936,₹198 Cr,Micro Cap,"Machinery, Equipment & Components",₹828,0.03%,₹717,"₹1,539",15.52%,-46.21%,₹842,₹868,₹906,-0.05%,-2.38%,0.30%,-10.37%,0.50%,-37.35%,219.63%,362.23%,719,1167,1924,2552,3656,-71.82%,-54.28%,-24.61%,-80.33%,-68.08%,-47.37%,-30.20%,0.3,₹828,16,52,45,16.49%
ANUP,Anup Engineering Ltd,2017,"₹5,427 Cr",Mid Cap,"Machinery, Equipment & Components","₹2,710",-1.29%,"₹1,665","₹3,859",62.76%,-29.78%,"₹2,804","₹2,774","₹3,080",-0.38%,-5.59%,0.91%,-10.80%,-8.77%,49.78%,526.24%,1086.73%,10864,18545,30629,36242,49643,-70.02%,-48.83%,-15.49%,-78.12%,-62.64%,-38.30%,-26.99%,0.3,"₹2,745",46,59,65,-9.17%
EXXARO,Exxaro Tiles Ltd,2008,₹386 Cr,Micro Cap,Homebuilding & Construction Supplies,₹9,-1.04%,₹5,₹12,57.80%,-25.86%,₹9,₹9,₹8,-1.26%,-3.15%,1.38%,39.75%,-11.03%,-5.29%,-15.56%,,72296,156369,306749,897983,861678,-91.95%,-82.59%,-65.84%,-91.61%,-81.85%,-64.40%,4.21%,0.1,₹9,,0,,
504084,Kaycee Industries Ltd,1942,₹418 Cr,Micro Cap,"Machinery, Equipment & Components","₹1,318",2.74%,₹800,"₹4,897",64.74%,-73.09%,"₹1,359","₹1,393","₹1,602",-0.33%,-2.07%,-10.70%,1.48%,-0.28%,-25.38%,1605.27%,2200.61%,870,1016,1402,2085,1653,-58.27%,-51.25%,-32.73%,-47.37%,-38.53%,-15.16%,26.11%,0.4,"₹1,283",72,18,15,21.20%
532953,V Guard Industries Ltd,1996,"₹17,488 Cr",Mid Cap,"Machinery, Equipment & Components",₹402,-0.81%,₹300,₹577,33.97%,-30.39%,₹395,₹385,₹385,0.70%,-0.57%,4.93%,12.05%,9.75%,-12.67%,74.32%,141.11%,8576,16045,161516,65418,40864,-86.89%,-75.47%,146.90%,-79.01%,-60.74%,295.25%,60.08%,0.1,₹405,56,7,6,19.00%
523319,Balmer Lawrie and Company Ltd,1924,"₹3,771 Cr",Small Cap,Consumer Goods Conglomerates,₹221,0.36%,₹147,₹299,50.65%,-26.06%,₹216,₹214,₹206,-1.23%,2.46%,4.88%,16.97%,12.79%,-22.50%,101.45%,100.09%,20212,21279,16782,25660,30501,-21.23%,-17.07%,-34.60%,-33.73%,-30.23%,-44.98%,-15.87%,0.8,₹220,14,16,15,3.67%
522152,Solitaire Machine Tools Ltd,1967,₹68 Cr,Nano Cap,"Machinery, Equipment & Components",₹149,-0.10%,₹89,₹173,67.42%,-13.77%,₹152,₹152,₹130,-0.17%,-6.90%,1.05%,2.69%,51.27%,45.94%,156.45%,698.93%,3146,12726,8973,8451,9353,-62.78%,50.58%,6.17%,-66.37%,36.06%,-4.07%,-9.64%,0.4,₹149,29,5,6,-14.00%
505827,SNL Bearings Ltd,1979,₹144 Cr,Micro Cap,"Machinery, Equipment & Components",₹399,-2.23%,₹321,₹514,24.38%,-22.43%,₹408,₹401,₹384,-2.59%,-2.21%,0.01%,1.42%,8.22%,9.77%,42.19%,261.62%,1095,1511,2026,2361,2296,-53.63%,-36.03%,-14.21%,-52.31%,-34.22%,-11.78%,2.84%,0.5,₹408,13,30,25,20.32%
539956,TAAL Enterprises Ltd,2014,₹998 Cr,Small Cap,Construction & Engineering,"₹3,203",-1.58%,"₹2,100","₹4,344",52.50%,-26.28%,"₹3,433","₹3,506","₹2,952",3.93%,-4.46%,-11.14%,36.56%,3.31%,12.46%,103.85%,2202.34%,619,1917,1299,2119,1628,-70.79%,-9.54%,-38.69%,-61.98%,17.72%,-20.22%,30.13%,0.3,"₹3,254",20,157,100,56.55%
538546,Bansal Roofing Products Ltd,2008,₹160 Cr,Micro Cap,Homebuilding & Construction Supplies,₹121,-1.86%,₹74,₹164,64.76%,-26.02%,₹118,₹114,₹101,-3.31%,-1.58%,18.08%,29.70%,30.59%,44.72%,103.17%,1451.52%,4178,13309,18259,16786,13906,-75.11%,-20.72%,8.77%,-69.96%,-4.30%,31.30%,20.71%,0.2,₹123,29,4,4,20.00%
533284,RPP Infra Projects Ltd,1995,₹648 Cr,Small Cap,Construction & Engineering,₹131,1.79%,₹116,₹255,13.38%,-48.65%,₹135,₹143,₹164,0.46%,-3.85%,-2.20%,-18.69%,-23.73%,-32.81%,269.92%,209.50%,3858,9079,17780,11732,13017,-67.11%,-22.61%,51.55%,-70.36%,-30.26%,36.59%,-9.87%,0.3,₹129,10,13,15,-12.20%
539337,Waaree Technologies Ltd,2013,₹373 Cr,Micro Cap,"Machinery, Equipment & Components",₹339,-1.99%,₹247,"₹1,380",37.31%,-75.42%,₹308,₹307,₹441,-3.95%,3.76%,14.50%,6.60%,-24.16%,-73.27%,,,1400,20965,18558,16775,17260,-91.65%,24.98%,10.63%,-91.89%,21.46%,7.52%,-2.81%,0.1,₹346,,,100,-100.00%
522064,Honda India Power Products Ltd,1985,"₹2,947 Cr",Small Cap,"Machinery, Equipment & Components","₹2,911",-0.75%,"₹1,827","₹4,494",59.29%,-35.24%,"₹2,997","₹2,913","₹2,696",-2.51%,-2.46%,2.08%,44.80%,22.25%,-29.40%,99.66%,202.12%,2239,1048,1326,2421,1659,-7.50%,-56.69%,-45.21%,34.97%,-36.80%,-20.06%,45.92%,0.9,"₹2,933",37,79,85,-7.28%
505681,Bimetal Bearings Ltd,1961,₹233 Cr,Micro Cap,"Machinery, Equipment & Components",₹609,-0.41%,₹470,₹843,29.61%,-27.72%,₹639,₹617,₹616,-2.52%,-1.38%,-1.59%,4.66%,-0.14%,-7.70%,75.40%,149.55%,185,621,1764,1212,1133,-84.73%,-48.74%,45.58%,-83.67%,-45.17%,55.72%,6.96%,0.2,₹612,21,29,25,17.68%
532439,Olectra Greentech Ltd,2000,"₹12,623 Cr",Mid Cap,"Machinery, Equipment & Components","₹1,535",15.65%,₹974,"₹1,787",57.68%,-14.07%,"₹1,230","₹1,231","₹1,315",20.79%,20.40%,29.24%,28.56%,11.19%,-9.82%,143.54%,2361.14%,1883948,408029,40656,76745,73653,2354.80%,431.67%,-47.03%,2457.85%,453.99%,-44.80%,4.20%,39.6,"₹1,328",91,17,15,12.80%
